measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,nephrotox_grade,is_kidney_specific,source_id,source_ref,source_table,redistribution,notes
MSR011,OLG004,clinical,human,patient_cohort,kidney,intrathecal,12,mg,per_dose,functional,urine_protein_elevated,58,pct_incidence,increase,58pct_vs_34pct_sham,1,TRUE,A7,FDA_label_Spinraza,label_sec5.3;Study1_and_2,public_domain,mild_proteinuria;monitored_each_dose;grade_provisional
MSR012,OLG005,clinical,human,patient_cohort,kidney,systemic_dose,285,mg,weekly,functional,proteinuria,7.84,pct_incidence,increase,7.84pct_treatment_naive,2,TRUE,A8,EMA_SmPC_Waylivra;APPROACH_NCT02658175,SmPC_sec4.4_4.8,public_domain,grade_provisional
MSR013,OLG005,clinical,human,patient_cohort,kidney,systemic_dose,285,mg,weekly,histopathology,focal_segmental_glomerulosclerosis,7.14,pct_incidence,increase,1_of_14_previously_treated,3,TRUE,A8,EMA_SmPC_Waylivra,SmPC,public_domain,grade_provisional
MSR014,OLG006,clinical,human,patient_cohort,kidney,systemic_dose,200,mg,weekly,functional,proteinuria_dipstick_1plus,9,pct_incidence,increase,9pct_vs_3pct_placebo,1,TRUE,A9,FDA_label_203568;EMA_EPAR_Kynamro,label_sec5;EPAR,public_domain,kidney_principal_target_organ;grade_provisional
MSR015,OLG006,clinical,human,patient_cohort,kidney,systemic_dose,200,mg,chronic,clinical_renal_outcome,glomerulonephritis,TBD,NA,increase,single_OLE_case,3,TRUE,A9,FDA_label_203568;EMA_EPAR_Kynamro,open_label_extension,public_domain,isolated_case;grade_provisional
MSR016,OLG007,clinical,human,patient_cohort,kidney,systemic_dose,284,mg,q6month,functional,proteinuria,0,pct_incidence,no_change,not_among_common_AEs,0,TRUE,A10,FDA_label_Leqvio;Novartis_SmPC,label_sec6,public_domain,negative_control;no_renal_dose_adjustment;grade_provisional
MSR017,OLG008,clinical,human,DMD_patients_n12,kidney,systemic_dose,6,mg/kg,72_weeks,functional,urinary_total_protein,210,mg/L,increase,from80to210mgL_p_lt0.001_recovery190,1,TRUE,N2,Janssen2019_PMC6796739,Fig1A_study_DMD114673,summary_stat,mild_subclinical_below_300mgL;grade_provisional
MSR018,OLG008,clinical,human,DMD_patients_n12,kidney,systemic_dose,6,mg/kg,72_weeks,functional,urinary_A1M,36.4,mg/L,increase,belowLOD_to_36.4mgL_p_lt0.001_ULN12,1,TRUE,N2,Janssen2019_PMC6796739,Fig1D,summary_stat,reversible_to_5.65_after_8wk_interruption;grade_provisional
MSR019,OLG008,clinical,human,DMD_patients_n12,kidney,systemic_dose,6,mg/kg,intermittent_8on_4off,functional,urinary_A1M_reversibility,7.11,mg/L,decrease,on33.4_to_off7.11mgL_p_lt0.001,1,TRUE,N2,Janssen2019_PMC6796739,Fig1E,summary_stat,demonstrates_reversibility;grade_provisional
MSR020,OLG008,animal_invivo,monkey,cynomolgus_M_fascicularis,kidney,systemic_dose,12,mg/kg,39_weeks,functional,urinary_A1M,21,fold_change,increase,dose_dep_4x_6x_21x_at_2_6_12mgkg,1,TRUE,N2,Janssen2019_PMC6796739,results,summary_stat,correlates_kidney_accumulation_R2_0.98;grade_provisional
MSR021,OLG008,animal_invivo,monkey,cynomolgus_M_fascicularis,kidney,systemic_dose,12,mg/kg,39_weeks,histopathology,tubular_damage,none,NA,no_change,no_histopath_tubular_toxicity_at_necropsy,0,TRUE,N2,Janssen2019_PMC6796739,necropsy_39wk,summary_stat,functional_proteinuria_without_structural_injury;grade_provisional
MSR022,OLG008,in_vitro,human,ciPTEC,proximal_tubule,gymnotic_free_uptake,10,fold_Cmax,7_days,viability,cell_viability,no_change,pct_control,no_change,no_cytotoxicity_up_to_7d,0,TRUE,N2,Janssen2019_PMC6796739,results,summary_stat,key_no_viability_loss;grade_provisional
MSR023,OLG008,in_vitro,human,ciPTEC,proximal_tubule,gymnotic_free_uptake,10,fold_Cmax,4-24h,functional,A1M_albumin_RAP_uptake,reduced,pct_control,decrease,reduced_receptor_mediated_uptake,1,TRUE,N2,Janssen2019_PMC6796739,Fig5,summary_stat,competes_for_megalin_cubilin_endocytosis;grade_provisional
MSR024,OLG008,in_vitro,human,ciPTEC,proximal_tubule,gymnotic_free_uptake,10,fold_Cmax,4-24h,accumulation,lysosomal_accumulation,present,NA,increase,accumulates_in_lysosomes,0,TRUE,N2,Janssen2019_PMC6796739,results,summary_stat,mechanistic_uptake;grade_provisional
MSR025,OLG009,in_vitro,human,ciPTEC,proximal_tubule,gymnotic_free_uptake,10.8,uM,0.5-4h,functional,BSA_albumin_uptake,50,pct_reduction,decrease,up_to_50pct_inhibition_conc_dependent,1,TRUE,N2,Janssen2019_PMC6796739,Fig5E-G,summary_stat,AON1_range_0.32-10.8uM;grade_provisional
MSR026,OLG010,in_vitro,human,ciPTEC,proximal_tubule,gymnotic_free_uptake,11.4,uM,0.5-4h,functional,BSA_albumin_uptake,50,pct_reduction,decrease,up_to_50pct_inhibition_conc_dependent,1,TRUE,N2,Janssen2019_PMC6796739,Fig5E-G,summary_stat,AON2_range_0.34-11.4uM;grade_provisional
MSR027,OLG011,animal_invivo,multi_species,preclinical_mouse_rat_monkey,kidney,systemic_dose,TBD,NA,preclinical,histopathology,renal_toxicity_kidney_damage,present,NA,increase,kidney_damage_small_safety_margin_juvenile,2,TRUE,REV,Wu2022_PMC10174585;FDA_NCR_211970,golodirsen_section,summary_stat,FDA_renal_tox_warning;monitor_cystatinC_GFR;grade_provisional
MSR028,OLG012,animal_invivo,multi_species,preclinical_tox_studies,kidney,systemic_dose,TBD,NA,preclinical,histopathology,renal_toxicity,present,NA,increase,kidney_toxicity_preclinical,2,TRUE,REV,Wu2022_PMC10174585;FDA_NCR_213026,casimersen_section,summary_stat,FDA_renal_tox_warning;grade_provisional
MSR029,OLG013,animal_invivo,multi_species,preclinical_tox_studies,kidney,systemic_dose,TBD,NA,preclinical,histopathology,renal_toxicity_potential_glomerulonephritis,present,NA,increase,kidney_toxicity_preclinical,2,TRUE,REV,Wu2022_PMC10174585;FDA_label_Viltepso,viltolarsen_section,summary_stat,potential_GN_warning;monitor_cystatinC;grade_provisional
MSR030,OLG004,clinical,human,later_onset_SMA,kidney,intrathecal,12,mg,per_dose,functional,urine_protein_elevated,69,pct_incidence,increase,36of52_69pct_no_creatinine_or_cystatinC_rise,1,TRUE,REV,Wu2022_PMC10174585,nusinersen_section_FDA_label,summary_stat,renal_impairment_not_proven_controversial_possible_sampling_artifact;grade_provisional
MSR031,OLG014,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,50,mg/kg,TBD,histopathology,proximal_tubular_pathology,mild,qualitative,increase,mild_proximal_tubular_pathology_dose_responsive,2,TRUE,K1,Sandelius2020_PMID33084520,results_histopath,summary_stat,grade_provisional
MSR032,OLG014,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,50,mg/kg,TBD,injury_biomarker,KIM-1_urinary,elevated,qualitative,increase,elevated_vs_control_ASO,2,TRUE,K1,Sandelius2020_PMID33084520,results,summary_stat,KIM-1_most_associated_with_pathology;grade_provisional
MSR033,OLG014,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,50,mg/kg,TBD,injury_biomarker,clusterin_urinary,elevated,qualitative,increase,elevated_vs_control_ASO,2,TRUE,K1,Sandelius2020_PMID33084520,results,summary_stat,clusterin_most_associated_with_pathology;grade_provisional
MSR034,OLG014,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,50,mg/kg,TBD,injury_biomarker,NGAL_urinary,elevated,qualitative,increase,elevated_vs_control_ASO,2,TRUE,K1,Sandelius2020_PMID33084520,results,summary_stat,grade_provisional
MSR035,OLG014,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,50,mg/kg,TBD,injury_biomarker,cystatin_C_urinary,elevated,qualitative,increase,elevated_vs_control_ASO,2,TRUE,K1,Sandelius2020_PMID33084520,results,summary_stat,grade_provisional
MSR036,OLG015,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,TBD,mg/kg,TBD,histopathology,tubular_pathology,none,NA,no_change,no_histopathology,0,TRUE,K1,Sandelius2020_PMID33084520,results_histopath,summary_stat,control_ASO_same_chemistry;grade_provisional
MSR037,OLG015,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,TBD,mg/kg,TBD,injury_biomarker,KIM-1_urinary,mild_elevation,qualitative,increase,mild_despite_no_pathology,1,TRUE,K1,Sandelius2020_PMID33084520,results,summary_stat,biomarker_rise_without_injury;grade_provisional
MSR038,OLG015,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,TBD,mg/kg,TBD,injury_biomarker,NGAL_urinary,mild_elevation,qualitative,increase,mild_despite_no_pathology,1,TRUE,K1,Sandelius2020_PMID33084520,results,summary_stat,biomarker_rise_without_injury;grade_provisional
MSR039,OLG015,animal_invivo,mouse,mouse_kidney,proximal_tubule,systemic_dose,TBD,mg/kg,TBD,injury_biomarker,cystatin_C_urinary,mild_elevation,qualitative,increase,mild_despite_no_pathology,1,TRUE,K1,Sandelius2020_PMID33084520,results,summary_stat,biomarker_rise_without_injury;grade_provisional
MSR040,OLG016,clinical,human,DMD_patients,kidney,systemic_dose,30,mg/kg,weekly,functional,proteinuria,10.1,pct_incidence,increase,8of79_resolved_except_one_no_creatinine_cystatinC_rise,1,TRUE,WS,PROMOVI_PMC8673535;FDA_label_Exondys51,clinical_safety,public_domain,mild_no_interruption_no_renal_warning_label;grade_provisional
MSR041,OLG016,animal_invivo,rat,Sprague_Dawley,kidney,systemic_dose,TBD,mg/kg,subchronic,histopathology,microscopic_kidney_changes,mild,qualitative,increase,no_deaths_milder_than_golodirsen,1,TRUE,WS,FDA_NCR_211970_golodirsen_comparison,nonclinical,public_domain,no_severe_renal_impairment;grade_provisional
MSR042,OLG017,clinical,human,ALS_patients,kidney,intrathecal,100,mg,per_dose,functional,proteinuria,none,NA,no_change,no_tofersen_specific_renal_event_class_precaution_only,0,TRUE,WS,Qalsody_FDA_label;EMA_EPAR,label_warnings,public_domain,neuro_AEs_predominate_ASO_class_renal_statement;grade_provisional
MSR043,OLG018,clinical,human,ATTR_patients,kidney,systemic_dose,45,mg,monthly,functional,proteinuria,8.33,pct_incidence,increase,12of144,1,TRUE,WS,FDA_217388;Wainua_label,clinical_AE,public_domain,GalNAc_successor_to_inotersen_lower_renal_exposure;grade_provisional
MSR044,OLG019,clinical,human,ATTR_patients,kidney,systemic_dose,0.3,mg/kg,q3weeks,functional,renal_function_change,none,NA,no_change,no_clinically_significant_change_AKI_was_placebo_group,0,TRUE,WS,Onpattro_PI;NBK549761,clinical_review,public_domain,LNP_delivery_negative_control;grade_provisional
MSR045,OLG020,clinical,human,PH1_patients,kidney,systemic_dose,TBD,mg/kg,monthly,functional,renal_safety,no_signal,NA,no_change,kidney_protective_oxalate_lowering_no_nephrotox,0,TRUE,WS,Oxlumo_label;NBK588653;ILLUMINATE-B,clinical_safety,public_domain,kidney_indication_negative_control;grade_provisional
MSR046,OLG021,clinical,human,PH1_patients,kidney,systemic_dose,TBD,mg,monthly,functional,eGFR,2.5,pct_change,no_change,mean_eGFR_change_plus2.5pct_preserved,0,TRUE,WS,Rivfloza_label;PMC11068990_PHYOX3,clinical_safety,summary_stat,GalNAc_siRNA_negative_control;grade_provisional
MSR047,OLG022,clinical,human,ATTR_patients,kidney,systemic_dose,25,mg,q3months,functional,renal_safety,no_signal,NA,no_change,no_new_renal_safety_concern_similar_in_eGFR_lt30,0,TRUE,WS,Amvuttra_PI;HELIOS-A,clinical_safety,public_domain,GalNAc_siRNA_negative_control;grade_provisional
MSR048,OLG023,animal_invivo,multi_species,rat_and_monkey,proximal_tubule,systemic_dose,TBD,mg/kg,nonclinical,histopathology,basophilic_granules_proximal_tubule,present,NA,increase,reversible_not_adverse_typical_GalNAc_siRNA,1,TRUE,WS,NAT2019_PMC6987735,nonclinical_safety,summary_stat,ENDEAVOUR_mortality_separate_unexplained;grade_provisional
MSR049,OLG024,clinical,human,AMD_patients,kidney,intravitreal,0.3,mg,q6weeks,functional,systemic_renal_safety,no_signal,NA,no_change,no_systemic_nephrotox_no_renal_dose_adjustment,0,TRUE,WS,Macugen_FDA_label_021756;PMC11944999,label,public_domain,aptamer_intravitreal_local_negative_control;grade_provisional
MSR050,OLG025,animal_invivo,monkey,cynomolgus,proximal_tubule,systemic_dose,TBD,mg/kg,subchronic,histopathology,basophilic_granules_tubular_vacuolation,present,NA,increase,reversible_no_tubular_dysfunction_normal_serumchem_urinalysis,1,TRUE,WS,Yu2012_Toxicology_ISIS113715_monkey,nonclinical,summary_stat,representative_2-MOE_ASO_renal_uptake;grade_provisional
MSR051,OLG011,animal_invivo,rat,juvenile_Sprague_Dawley,kidney,systemic_dose,TBD,mg/kg,juvenile_high_dose,clinical_renal_outcome,renal_failure_premature_death,present,NA,increase,multiple_premature_deaths_tubular_degeneration_regeneration,3,TRUE,WS,FDA_NCR_211970_golodirsen,nonclinical_juvenile,public_domain,severe_juvenile_renal_toxicity;grade_provisional
MSR052,OLG013,animal_invivo,monkey,cynomolgus,proximal_tubule,systemic_dose,600,mg/kg,single_IV,histopathology,proximal_tubule_vacuolation,present,NA,increase,single_600mgkg_IV_dose,2,TRUE,WS,FDA_review_Viltepso,nonclinical,public_domain,viltolarsen_monkey_PT_vacuolation;grade_provisional
MSR053,OLG026,animal_invivo,monkey,cynomolgus,proximal_tubule,systemic_dose,20,mg/kg,weekly,histopathology,tubular_degeneration_basophilia_vacuolation,present,NA,increase,cortex_3500-4500ugg_atrophy_regeneration,2,TRUE,WS,Engelhardt2016_nat.2015.0598;PMID29846725,nonclinical,summary_stat,2-MOE_animal_overpredicts_vs_human;grade_provisional
MSR054,OLG027,animal_invivo,monkey,cynomolgus,kidney,systemic_dose,10,mg/kg,nonclinical,histopathology,renal_atrophy,present,NA,increase,atrophic_kidney_at_10mgkg_RBC_renal_lumen_at_50mgkg,2,TRUE,WS,Alicaforsen_review_ScienceDirect,nonclinical,summary_stat,first_gen_PS-DNA_ASO;grade_provisional
MSR055,OLG028,clinical,human,hemophilia_patients,kidney,systemic_dose,TBD,mg,monthly,functional,renal_safety,no_signal,NA,no_change,no_PK_impact_of_renal_impairment_no_renal_AE,0,TRUE,WS,Qfitlia_FDA_label_219019,label,public_domain,GalNAc_siRNA_negative_control;grade_provisional
MSR056,OLG029,clinical,human,Crohn_patients,kidney,oral,160,mg,daily,functional,renal_safety,no_signal,NA,no_change,oral_low_systemic_kidney_exposure_well_tolerated,0,TRUE,WS,NEJM2015_NEJMoa1407250,clinical_safety,summary_stat,oral_ASO_negative_control;grade_provisional
MSR057,OLG030,animal_invivo,multi_species,rat_and_monkey,proximal_tubule,systemic_dose,30,mg/kg,subacute,histopathology,basophilic_granules_proximal_tubule,present,NA,increase,at_ge30mgkg_no_degeneration_up_to_300mgkg,1,TRUE,WS,Janas2018_ToxPathol;Janas2019_NAR_PMC6468299,nonclinical_class,summary_stat,accumulation_without_injury_uptake_not_GalNAc_mediated;grade_provisional
MSR058,OLG031,clinical,human,pooled_2MOE_ASO_trials,kidney,systemic_dose,TBD,mg,chronic,functional,renal_function,no_significant_change,NA,no_change,no_significant_human_renal_dysfunction_animals_overpredict,0,TRUE,WS,Crooke2018_PMC5790433,pooled_human_analysis,summary_stat,class_level_human_reassurance;grade_provisional
MSR059,OLG012,animal_invivo,rat,Sprague_Dawley,kidney,systemic_dose,250,mg/kg,13_weeks,histopathology,renal_tubular_degeneration,present,NA,increase,at_all_doses_250to2000mgkg_BUN_rise_at_2000,2,TRUE,WS,FDA_NCR_213026_casimersen,nonclinical_rat,public_domain,tubular_degeneration_all_doses;grade_provisional
MSR060,OLG012,animal_invivo,monkey,cynomolgus,proximal_tubule,systemic_dose,640,mg/kg,nonclinical,histopathology,tubular_basophilia_vacuolation,present,NA,increase,all_doses_up_to_640mgkg,2,TRUE,WS,FDA_NCR_213026_casimersen,nonclinical_monkey,public_domain,cytoplasmic_basophilia_tubular_epithelium;grade_provisional
MSR061,OLG013,animal_invivo,multi_species,mouse_rat_monkey,kidney,systemic_dose,240,mg/kg,repeat_dose_4to39wk,histopathology,renal_tubule_effects,present,NA,increase,kidney_primary_target_ge240mouse_ge250rat_ge200monkey,2,TRUE,WS,FDA_review_Viltepso_212154,nonclinical,public_domain,kidney_primary_target_organ;grade_provisional
MSR062,OLG022,animal_invivo,multi_species,rat_and_monkey,kidney,systemic_dose,30,mg/kg,3to5_weeks,histopathology,basophilic_granules_kidney,present,NA,increase,nonadverse_reversible_correlates_PK,1,TRUE,WS,Janas2018_ToxPathol_PMC6249674,nonclinical_ALN-TTRSC02,summary_stat,vutrisiran_nonclinical_accumulation;grade_provisional
MSR063,OLG032,clinical,human,Lp(a)_patients,kidney,systemic_dose,TBD,mg,monthly,functional,nephrotoxicity_screen,no_signal,NA,no_change,no_excess_nephrotox_UTI_13pct_vs_6pct,0,TRUE,WS,PMC7577764_ClinKidneyJ,clinical_safety,summary_stat,GalNAc_2-MOE_ASO_negative;grade_provisional
MSR064,OLG033,clinical,human,hypertension_patients,kidney,systemic_dose,TBD,mg,q3to6month,functional,kidney_function,no_signal,NA,no_change,no_kidney_dysfunction_no_hyperkalemia_despite_RAAS,0,TRUE,WS,KARDIA_trials,clinical_safety,summary_stat,GalNAc_siRNA_negative;grade_provisional
MSR065,OLG034,clinical,human,Lp(a)_patients,kidney,systemic_dose,TBD,mg,q12week,functional,renal_AE,0.9,pct_incidence,no_change,0.9pct_olpasiran_vs_1.9pct_placebo,0,TRUE,WS,OCEANa-DOSE_NEJM2023_NEJMoa2211023,clinical_safety,summary_stat,GalNAc_siRNA_negative_lower_than_placebo;grade_provisional
MSR066,OLG035,clinical,human,IgA_nephropathy_patients,kidney,systemic_dose,TBD,mg,monthly,functional,renal_safety,no_signal,NA,no_change,favorable_safety_reduces_proteinuria_kidney_indication,0,TRUE,WS,CJASN2024_PMC11020434,phase2_IgAN,summary_stat,kidney_therapeutic_C5_siRNA;grade_provisional
MSR067,OLG036,clinical,human,HAE_patients,kidney,systemic_dose,TBD,mg,q4to8week,functional,renal_safety,no_signal,NA,no_change,only_injection_site_AEs_no_renal_signal,0,TRUE,WS,NEJM2024_NEJMoa2402478;Dawnzera_label,clinical_safety,public_domain,GalNAc_2-MOE_ASO_negative;grade_provisional
MSR068,OLG037,clinical,human,chronic_HBV_patients,kidney,systemic_dose,300,mg,weekly,functional,renal_dysfunction,mild,qualitative,increase,monitored_AE_no_serious_renal_injury,1,TRUE,WS,bepirovirsen_PMC9804925;B-Clear_NEJM,clinical_safety,summary_stat,unconjugated_2-MOE_ASO;grade_provisional
MSR069,OLG002,in_vitro,human,proximal_tubule_on_chip,proximal_tubule,gymnotic_free_uptake,TBD,uM,TBD,injury_biomarker,NGAL,3.9,fold_change,increase,3.9fold_perfusate,2,TRUE,A4,ArchToxicol2021_10.1007_s00204-021-03062-8,results,summary_stat,grade_provisional
MSR070,OLG002,in_vitro,human,proximal_tubule_on_chip,proximal_tubule,gymnotic_free_uptake,TBD,uM,TBD,injury_biomarker,clusterin,2.3,fold_change,increase,2.3fold_perfusate,2,TRUE,A4,ArchToxicol2021_10.1007_s00204-021-03062-8,results,summary_stat,grade_provisional
MSR071,OLG002,in_vitro,human,proximal_tubule_on_chip,proximal_tubule,gymnotic_free_uptake,TBD,uM,TBD,injury_biomarker,osteopontin,3.9,fold_change,increase,3.9fold_perfusate,2,TRUE,A4,ArchToxicol2021_10.1007_s00204-021-03062-8,results,summary_stat,grade_provisional
MSR072,OLG002,in_vitro,human,proximal_tubule_on_chip,proximal_tubule,gymnotic_free_uptake,TBD,uM,TBD,functional,VEGF,1.9,fold_change,increase,1.9fold_perfusate,1,TRUE,A4,ArchToxicol2021_10.1007_s00204-021-03062-8,results,summary_stat,milder_increase;grade_provisional
MSR073,OLG002,in_vitro,human,3D-RPTEC,proximal_tubule,gymnotic_free_uptake,TBD,uM,prolonged,viability,ATP_depletion,present,NA,decrease,after_prolonged_exposure_cytotoxicity,2,TRUE,WS,JTS_3D-RPTEC_jstage_jts51_75,results,summary_stat,ER_mitochondrial_stress_mechanism;grade_provisional
MSR074,OLG003,animal_invivo,rat,Sprague_Dawley,proximal_tubule,systemic_dose,30,mg/kg,subacute,histopathology,basophilic_granules_proximal_tubule,present,NA,increase,ge30mgkg_IHC_confirmed_drug,1,TRUE,WS,Janas2018_ToxPathol_PMC6249674,nonclinical_givosiran,summary_stat,accumulation_IHC_confirmed;grade_provisional
MSR075,OLG020,animal_invivo,rat,Sprague_Dawley,kidney,systemic_dose,TBD,mg/kg,subacute,histopathology,basophilic_granules_kidney,present,NA,increase,rat_kidney_basophilic_granules,1,TRUE,WS,Janas2018_ToxPathol_PMC6249674,nonclinical_lumasiran,summary_stat,accumulation;grade_provisional
MSR076,OLG001,animal_invivo,multi_species,CD1_mouse_6mo_monkey_9mo,kidney,systemic_dose,TBD,mg/kg,6to9_months,accumulation,kidney_tissue_accumulation,present,NA,increase,kidney_highest_conc_half_life_13.5d,1,TRUE,WS,FDA_PharmR_211172,nonclinical,public_domain,2-MOE_class_accumulation;grade_provisional
MSR077,OLG038,clinical,human,cardiac_surgery_AKI_risk,kidney,systemic_dose,10,mg/kg,single_dose,clinical_renal_outcome,AKI_incidence,reduced,NA,decrease,13pct_absolute_risk_reduction_protective,0,TRUE,WS,Circulation2021_CIRCULATIONAHA.120.053029,phase2,summary_stat,kidney_protective_p53_siRNA_reduces_AKI;grade_provisional
MSR078,OLG039,clinical,human,AATD_patients,kidney,systemic_dose,TBD,mg,q4to12week,functional,renal_safety,no_signal,NA,no_change,well_tolerated_no_renal_signal_reported,0,TRUE,WS,SEQUOIA_PMC12369710,clinical_safety,summary_stat,GalNAc_siRNA_negative;grade_provisional
MSR079,OLG040,clinical,human,dyslipidemia_patients,kidney,systemic_dose,TBD,mg,monthly,functional,renal_function_markers,no_change,NA,no_change,no_renal_function_change_vs_placebo,0,TRUE,WS,TRANSLATE-TIMI70_Circulation2022,clinical_safety,summary_stat,GalNAc_2-MOE_ASO_negative;grade_provisional
