measurement_id,oligo_id,oligo_name,source_id,study_type,species,strain,system_model,is_human_system,indication_population,arm_label,arm_description,arm_role,cns_compartment,delivery_route,dose_value,dose_unit,dose_regimen,exposure_duration,timepoint,endpoint_tier,readout_category,readout_name,readout_term_verbatim,readout_value,readout_unit,readout_is_qualitative,n_affected,n_at_risk,comparator_arm,n_affected_comparator,n_at_risk_comparator,statistic,effect_direction,effect_vs_control,seriousness,assessment_type,organ_system,source_vocabulary,hydroceph_grade,grade_basis,grade_status,ascertainment,ascertainment_basis,attribution_as_stated,attribution_evidence,tox_axis,event_cluster_id,source_ref,source_location,redistribution,notes
HYD-MSR-00155,HYD-OLG-0020,placebo_or_sham_control,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 1: Pooled Placebo'",TRUE,Mild Alzheimer's Disease,Part 1: Pooled Placebo,"Participants received 20 mL artificial CSF, intrathecally, as placebo on Days 1, 29, 57, and 85 for the 4-dose regimens, or on Days 1 and 85 for the 2-dose regimens in Part 1 of the study.",comparator,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,B,procedure_complication,post_lumbar_puncture_syndrome_AE,Post lumbar puncture syndrome,3,participants,FALSE,3,12,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",MedDRA20.0,1,1 = self-limited complication of the lumbar-puncture delivery procedure (SCHEMA.md rubric grade 1). tox_axis is delivery_procedure_complication so these rows can be excluded from any compound-attributable analysis.,provisional,measured_positive,Count read from the posted other-adverse-event table; module frequencyThreshold=5.,not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",delivery_procedure_complication,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.otherEvents[term='Post lumbar puncture syndrome'].stats[groupId='EG004'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-08-28. Arm at risk n=12."
HYD-MSR-00156,HYD-OLG-0020,placebo_or_sham_control,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Late Start Cohort A + Cohort B + Cohort C + ISIS 814907 60 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Late Start Cohort A + Cohort B + Cohort C + ISIS 814907 60 mg,"Participants from MAD Cohorts A, B, C that were placebo-treated, received 60 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the study",comparator,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,B,procedure_complication,post_lumbar_puncture_syndrome_AE,Post lumbar puncture syndrome,0,participants,FALSE,0,4,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",MedDRA20.0,0,0 = endpoint term is listed in this trial's posted adverse-event table with an explicitly reported count of 0 in this arm (SCHEMA.md rubric grade 0; ascertainment = measured_null),provisional,measured_null,"The term is listed in this trial's posted other-adverse-event table with an explicit count of 0 for this arm. The module declares frequencyThreshold=5, which governs the other-events table only.",not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",delivery_procedure_complication,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.otherEvents[term='Post lumbar puncture syndrome'].stats[groupId='EG005'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-08-28. Arm at risk n=4."
HYD-MSR-00157,HYD-OLG-0020,placebo_or_sham_control,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Late Start Cohort D + ISIS 814907 115 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Late Start Cohort D + ISIS 814907 115 mg,"Participants from MAD Cohort D that were placebo-treated, received 115 mg ISIS 814907 diluted up in 20 mL artificial CSF, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the study.",comparator,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,B,procedure_complication,post_lumbar_puncture_syndrome_AE,Post lumbar puncture syndrome,1,participants,FALSE,1,4,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",MedDRA20.0,1,1 = self-limited complication of the lumbar-puncture delivery procedure (SCHEMA.md rubric grade 1). tox_axis is delivery_procedure_complication so these rows can be excluded from any compound-attributable analysis.,provisional,measured_positive,Count read from the posted other-adverse-event table; module frequencyThreshold=5.,not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",delivery_procedure_complication,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.otherEvents[term='Post lumbar puncture syndrome'].stats[groupId='EG006'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-08-28. Arm at risk n=4."
HYD-MSR-00158,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Early Start Cohort A + ISIS 814907 60 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Early Start Cohort A + ISIS 814907 60 mg,"Participants from MAD Cohort A that were ISIS 814907 10 mg -treated, received 60 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the s",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,B,procedure_complication,post_lumbar_puncture_syndrome_AE,Post lumbar puncture syndrome,0,participants,FALSE,0,3,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",MedDRA20.0,0,0 = endpoint term is listed in this trial's posted adverse-event table with an explicitly reported count of 0 in this arm (SCHEMA.md rubric grade 0; ascertainment = measured_null),provisional,measured_null,"The term is listed in this trial's posted other-adverse-event table with an explicit count of 0 for this arm. The module declares frequencyThreshold=5, which governs the other-events table only.",not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",delivery_procedure_complication,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.otherEvents[term='Post lumbar puncture syndrome'].stats[groupId='EG007'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-08-28. Arm at risk n=3."
HYD-MSR-00159,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Early Start Cohort B + ISIS 814907 60 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Early Start Cohort B + ISIS 814907 60 mg,"Participants from MAD Cohort B that were ISIS 814907 30 mg-treated, received 60 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the st",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,B,procedure_complication,post_lumbar_puncture_syndrome_AE,Post lumbar puncture syndrome,0,participants,FALSE,0,5,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",MedDRA20.0,0,0 = endpoint term is listed in this trial's posted adverse-event table with an explicitly reported count of 0 in this arm (SCHEMA.md rubric grade 0; ascertainment = measured_null),provisional,measured_null,"The term is listed in this trial's posted other-adverse-event table with an explicit count of 0 for this arm. The module declares frequencyThreshold=5, which governs the other-events table only.",not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",delivery_procedure_complication,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.otherEvents[term='Post lumbar puncture syndrome'].stats[groupId='EG008'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-08-28. Arm at risk n=5."
HYD-MSR-00160,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Early Start Cohort C + ISIS 814907 60 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Early Start Cohort C + ISIS 814907 60 mg,"Participants from MAD Cohort C that were ISIS 814907 60 mg-treated, received 60 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the st",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,B,procedure_complication,post_lumbar_puncture_syndrome_AE,Post lumbar puncture syndrome,1,participants,FALSE,1,7,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",MedDRA20.0,1,1 = self-limited complication of the lumbar-puncture delivery procedure (SCHEMA.md rubric grade 1). tox_axis is delivery_procedure_complication so these rows can be excluded from any compound-attributable analysis.,provisional,measured_positive,Count read from the posted other-adverse-event table; module frequencyThreshold=5.,not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",delivery_procedure_complication,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.otherEvents[term='Post lumbar puncture syndrome'].stats[groupId='EG009'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-08-28. Arm at risk n=7."
HYD-MSR-00161,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Early Start Cohort D + ISIS 814907 115 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Early Start Cohort D + ISIS 814907 115 mg,"Participants from MAD Cohort D that were ISIS 814907 115 mg-treated, received 115 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the ",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,B,procedure_complication,post_lumbar_puncture_syndrome_AE,Post lumbar puncture syndrome,2,participants,FALSE,2,10,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",MedDRA20.0,1,1 = self-limited complication of the lumbar-puncture delivery procedure (SCHEMA.md rubric grade 1). tox_axis is delivery_procedure_complication so these rows can be excluded from any compound-attributable analysis.,provisional,measured_positive,Count read from the posted other-adverse-event table; module frequencyThreshold=5.,not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",delivery_procedure_complication,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.otherEvents[term='Post lumbar puncture syndrome'].stats[groupId='EG010'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-08-28. Arm at risk n=10."
HYD-MSR-00162,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 1: Cohort A: ISIS 814907 10 mg'",TRUE,Mild Alzheimer's Disease,Part 1: Cohort A: ISIS 814907 10 mg,"Participants received 10 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q4W on Days 1, 29, 57, and 85 in Part 1 of the study.",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,6,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (8 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 8 terms and an other-event table listing 141 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG000'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00163,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 1: Cohort B: ISIS 814907 30 mg'",TRUE,Mild Alzheimer's Disease,Part 1: Cohort B: ISIS 814907 30 mg,"Participants received 30 mg ISIS 814907 diluted in 20 mL in artificial CSF, intrathecally, Q4W on Days 1, 29, 57, and 85 in Part 1 of the study.",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,6,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (8 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 8 terms and an other-event table listing 141 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG001'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00164,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 1: Cohort C: ISIS 814907 60 mg'",TRUE,Mild Alzheimer's Disease,Part 1: Cohort C: ISIS 814907 60 mg,"Participants received 60 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q4W on Days 1, 29, 57, and 85 in Part 1 of the study.",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,9,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (8 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 8 terms and an other-event table listing 141 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG002'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00165,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 1: Cohort D: ISIS 814907 115 mg'",TRUE,Mild Alzheimer's Disease,Part 1: Cohort D: ISIS 814907 115 mg,"Participants received 115 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, ev(Q12W) on Days 1 and 85 in Part 1 of the study.",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,13,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (8 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 8 terms and an other-event table listing 141 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG003'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00166,HYD-OLG-0020,placebo_or_sham_control,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 1: Pooled Placebo'",TRUE,Mild Alzheimer's Disease,Part 1: Pooled Placebo,"Participants received 20 mL artificial CSF, intrathecally, as placebo on Days 1, 29, 57, and 85 for the 4-dose regimens, or on Days 1 and 85 for the 2-dose regimens in Part 1 of the study.",comparator,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,12,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (8 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 8 terms and an other-event table listing 141 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG004'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00167,HYD-OLG-0020,placebo_or_sham_control,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Late Start Cohort A + Cohort B + Cohort C + ISIS 814907 60 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Late Start Cohort A + Cohort B + Cohort C + ISIS 814907 60 mg,"Participants from MAD Cohorts A, B, C that were placebo-treated, received 60 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the study",comparator,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,4,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (8 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 8 terms and an other-event table listing 141 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG005'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00168,HYD-OLG-0020,placebo_or_sham_control,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Late Start Cohort D + ISIS 814907 115 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Late Start Cohort D + ISIS 814907 115 mg,"Participants from MAD Cohort D that were placebo-treated, received 115 mg ISIS 814907 diluted up in 20 mL artificial CSF, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the study.",comparator,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,4,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (8 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 8 terms and an other-event table listing 141 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG006'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00169,HYD-OLG-0001,BIIB080,NCT03186989,clinical_trial,human,NOT_APPLICABLE,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IONIS-MAPTRx in  — arm 'Part 2: Early Start Cohort A + ISIS 814907 60 mg'",TRUE,Mild Alzheimer's Disease,Part 2: Early Start Cohort A + ISIS 814907 60 mg,"Participants from MAD Cohort A that were ISIS 814907 10 mg -treated, received 60 mg ISIS 814907 diluted in 20 mL artificial CSF, intrathecally, Q12W on Days 1, 85, 169, 253, and 337 in Part 2 of the s",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,From first dose of study drug up to Week 37 in Part 1 and up to Week 64 in Part 2,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,3,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (8 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 8 terms and an other-event table listing 141 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT03186989,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG007'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
