measurement_id,oligo_id,source_id,study_type,species,strain,system_model,is_human_system,subject_class,subject_group,cns_region,delivery_route,dose_value,dose_unit,dose_value_secondary,dose_unit_secondary,formulation_ca_mM,formulation_mg_mM,exposure_duration,timepoint,readout_category,readout_name,readout_value,readout_is_qualitative,readout_unit,n_per_group,statistic,effect_direction,effect_vs_control,cns_tox_grade,grade_basis,grade_status,tox_axis,is_cns_specific,source_ref,source_location,redistribution,notes
C1-MSR-00012,C1-OLG-0002,C1,clinical,human,NOT_APPLICABLE,"randomised placebo/sham-controlled trial, patient cohort",TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal bolus over 1-3 minutes,12,mg,,,,,chronic dosing,trial duration,clinical_cns_outcome,aseptic_meningitis_and_arachnoiditis_postmarketing,NOT_REPORTED,TRUE,NA,treated NOT_REPORTED; control NOT_REPORTED,"incidence, no p-value reported in label",increase,Aseptic meningitis and arachnoiditis reported post-marketing; frequency not estimable,2,3 = serious/irreversible-risk neurological event named in Warnings and Precautions; 2 = objective CNS inflammatory marker or meningitis; 1 = symptomatic but non-serious CNS-related adverse reaction,provisional,clinical_neuroinflammatory,TRUE,SPINRAZA_PI_DailyMed_dd70cd5f-b0fc-4ba4-a5ea-89a34778bd94_2026-04-06,PI section 6.2 postmarketing,public_domain,Read directly from the FDA prescribing information on DailyMed.
CT1-MSR-00001,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 3 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Post lumbar puncture syndrome,0.0,FALSE,pct_of_arm,0/8,count affected of count at risk; no p-value posted,no_change,0/8 in arm 'Nusinersen 3 mg',0,no event in this arm (numAffected = 0),provisional,clinical_serious_neurological,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.seriousEvents, term 'Post lumbar puncture syndrome', group EG000 (Nusinersen 3 mg)",public_domain,"MedDRA organ class: Injury, poisoning and procedural complications. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00002,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 6 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Post lumbar puncture syndrome,0.0,FALSE,pct_of_arm,0/8,count affected of count at risk; no p-value posted,no_change,0/8 in arm 'Nusinersen 6 mg',0,no event in this arm (numAffected = 0),provisional,clinical_serious_neurological,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.seriousEvents, term 'Post lumbar puncture syndrome', group EG001 (Nusinersen 6 mg)",public_domain,"MedDRA organ class: Injury, poisoning and procedural complications. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00003,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 9 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Post lumbar puncture syndrome,0.0,FALSE,pct_of_arm,0/9,count affected of count at risk; no p-value posted,no_change,0/9 in arm 'Nusinersen 9 mg',0,no event in this arm (numAffected = 0),provisional,clinical_serious_neurological,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.seriousEvents, term 'Post lumbar puncture syndrome', group EG002 (Nusinersen 9 mg)",public_domain,"MedDRA organ class: Injury, poisoning and procedural complications. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00004,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 12 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Post lumbar puncture syndrome,11.11,FALSE,pct_of_arm,1/9,count affected of count at risk; no p-value posted,increase,1/9 in arm 'Nusinersen 12 mg',3,reported in the trial's SERIOUS adverse event table,provisional,clinical_serious_neurological,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.seriousEvents, term 'Post lumbar puncture syndrome', group EG003 (Nusinersen 12 mg)",public_domain,"MedDRA organ class: Injury, poisoning and procedural complications. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00005,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 3 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Post lumbar puncture syndrome,37.5,FALSE,pct_of_arm,3/8,count affected of count at risk; no p-value posted,increase,3/8 in arm 'Nusinersen 3 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Post lumbar puncture syndrome', group EG000 (Nusinersen 3 mg)",public_domain,"MedDRA organ class: Injury, poisoning and procedural complications. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00006,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 6 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Post lumbar puncture syndrome,12.5,FALSE,pct_of_arm,1/8,count affected of count at risk; no p-value posted,increase,1/8 in arm 'Nusinersen 6 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Post lumbar puncture syndrome', group EG001 (Nusinersen 6 mg)",public_domain,"MedDRA organ class: Injury, poisoning and procedural complications. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00007,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 9 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Post lumbar puncture syndrome,33.33,FALSE,pct_of_arm,3/9,count affected of count at risk; no p-value posted,increase,3/9 in arm 'Nusinersen 9 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Post lumbar puncture syndrome', group EG002 (Nusinersen 9 mg)",public_domain,"MedDRA organ class: Injury, poisoning and procedural complications. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00008,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 12 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Post lumbar puncture syndrome,55.56,FALSE,pct_of_arm,5/9,count affected of count at risk; no p-value posted,increase,5/9 in arm 'Nusinersen 12 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Post lumbar puncture syndrome', group EG003 (Nusinersen 12 mg)",public_domain,"MedDRA organ class: Injury, poisoning and procedural complications. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00009,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 3 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Headache,50.0,FALSE,pct_of_arm,4/8,count affected of count at risk; no p-value posted,increase,4/8 in arm 'Nusinersen 3 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Headache', group EG000 (Nusinersen 3 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00010,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 6 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Headache,25.0,FALSE,pct_of_arm,2/8,count affected of count at risk; no p-value posted,increase,2/8 in arm 'Nusinersen 6 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Headache', group EG001 (Nusinersen 6 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00011,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 9 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Headache,11.11,FALSE,pct_of_arm,1/9,count affected of count at risk; no p-value posted,increase,1/9 in arm 'Nusinersen 9 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Headache', group EG002 (Nusinersen 9 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00012,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 12 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Headache,0.0,FALSE,pct_of_arm,0/9,count affected of count at risk; no p-value posted,no_change,0/9 in arm 'Nusinersen 12 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Headache', group EG003 (Nusinersen 12 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00013,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 3 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Dysgeusia,0.0,FALSE,pct_of_arm,0/8,count affected of count at risk; no p-value posted,no_change,0/8 in arm 'Nusinersen 3 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Dysgeusia', group EG000 (Nusinersen 3 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00014,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 6 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Dysgeusia,0.0,FALSE,pct_of_arm,0/8,count affected of count at risk; no p-value posted,no_change,0/8 in arm 'Nusinersen 6 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Dysgeusia', group EG001 (Nusinersen 6 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00015,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 9 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Dysgeusia,11.11,FALSE,pct_of_arm,1/9,count affected of count at risk; no p-value posted,increase,1/9 in arm 'Nusinersen 9 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Dysgeusia', group EG002 (Nusinersen 9 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00016,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 12 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Dysgeusia,0.0,FALSE,pct_of_arm,0/9,count affected of count at risk; no p-value posted,no_change,0/9 in arm 'Nusinersen 12 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Dysgeusia', group EG003 (Nusinersen 12 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00017,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 3 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Dyslexia,0.0,FALSE,pct_of_arm,0/8,count affected of count at risk; no p-value posted,no_change,0/8 in arm 'Nusinersen 3 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Dyslexia', group EG000 (Nusinersen 3 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00018,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 6 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Dyslexia,0.0,FALSE,pct_of_arm,0/8,count affected of count at risk; no p-value posted,no_change,0/8 in arm 'Nusinersen 6 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Dyslexia', group EG001 (Nusinersen 6 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
CT1-MSR-00019,C1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Nusinersen 9 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Participants were followed for the duration of the study; mean (SD) duration of treatment was 82.9 (15.4) days.,trial adverse-event collection period,clinical_cns_outcome,Dyslexia,0.0,FALSE,pct_of_arm,0/9,count affected of count at risk; no p-value posted,no_change,0/9 in arm 'Nusinersen 9 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT01703988,"NCT01703988 resultsSection.adverseEventsModule.otherEvents, term 'Dyslexia', group EG002 (Nusinersen 9 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: An Open-label Safety, Tolerability and Dose-Range Finding Study of Multiple Doses of Nusin. Treated arm."
