measurement_id,oligo_id,oligo_name,source_id,study_type,species,subject_class,strain,system_model,is_human_system,indication_population,arm_label,arm_description,arm_role,cns_compartment,delivery_route,dose_value,dose_unit,dose_regimen,exposure_duration,timepoint,endpoint_tier,readout_category,readout_name,readout_term_verbatim,readout_value,readout_unit,readout_is_qualitative,n_affected,n_at_risk,comparator_arm,n_affected_comparator,n_at_risk_comparator,statistic,effect_direction,effect_vs_control,seriousness,assessment_type,organ_system,source_vocabulary,hydroceph_grade,grade_basis,grade_status,ascertainment,ascertainment_basis,attribution_as_stated,attribution_evidence,tox_axis,event_cluster_id,source_ref,source_location,redistribution,notes
HYD-MSR-00062,HYD-OLG-0045,trabedersen,NCT00761280,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Efficacy and Safety of AP 12009 in Patients With Recurrent or Refractory Anaplas — arm 'Chemotherapy',TRUE,Anaplastic Astrocytoma; Glioblastoma,Chemotherapy,"Temozolomide: capsules, up to 200 mg/sqm/day, 5 days per cycle, up to 26 cycles.

OR carmustine: i.v. administration, up to 200 mg/sqm/day, 1 day per cycle, up to 8 cycles;

OR lomustine: capsules, 11",exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Safety monitoring (including adverse events) started from the signature of the informed consent and continued until 28 days after the last administrat,Safety monitoring (including adverse events) started from the signature of the informed consent and continued until 28 days after the last administrat,B,csf_composition,meningitis_chemical_AE,Meningitis chemical,0,participants,FALSE,0,11,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",MedDRA (13.0),0,0 = endpoint term is listed in this trial's posted adverse-event table with an explicitly reported count of 0 in this arm (SCHEMA.md rubric grade 0; ascertainment = measured_null),provisional,measured_null,"The term is listed in this trial's posted other-adverse-event table with an explicit count of 0 for this arm. The module declares frequencyThreshold=5, which governs the other-events table only.",not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",csf_composition_disturbance,NOT_APPLICABLE,NCT00761280,resultsSection.adverseEventsModule.otherEvents[term='Meningitis chemical'].stats[groupId='EG001'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-09-04. Arm at risk n=11."
HYD-MSR-00063,HYD-OLG-0045,trabedersen,NCT00761280,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Efficacy and Safety of AP 12009 in Patients With Recurrent or Refractory Anaplas — arm 'Trabedersen 10 µM',TRUE,Anaplastic Astrocytoma; Glioblastoma,Trabedersen 10 µM,"10 µM trabedersen (AP 12009), intratumoral infusion, every other week, 11 cycles, maximum 21 weeks.

Drug delivery system for administration of AP 12009: Drug delivery system for Convection Enhanced D",exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Safety monitoring (including adverse events) started from the signature of the informed consent and continued until 28 days after the last administrat,Safety monitoring (including adverse events) started from the signature of the informed consent and continued until 28 days after the last administrat,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,13,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (12 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 12 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 5%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00761280,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG000'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00064,HYD-OLG-0045,trabedersen,NCT00761280,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Efficacy and Safety of AP 12009 in Patients With Recurrent or Refractory Anaplas — arm 'Chemotherapy',TRUE,Anaplastic Astrocytoma; Glioblastoma,Chemotherapy,"Temozolomide: capsules, up to 200 mg/sqm/day, 5 days per cycle, up to 26 cycles.

OR carmustine: i.v. administration, up to 200 mg/sqm/day, 1 day per cycle, up to 8 cycles;

OR lomustine: capsules, 11",exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Safety monitoring (including adverse events) started from the signature of the informed consent and continued until 28 days after the last administrat,Safety monitoring (including adverse events) started from the signature of the informed consent and continued until 28 days after the last administrat,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,11,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (12 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 12 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 5%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00761280,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG001'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00065,HYD-OLG-0037,placebo_or_sham_control,NCT00770146,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Safety and Efficacy of Mipomersen (ISIS 301012) As Add-on Therapy in High Risk H — arm 'Placebo',TRUE,Hypercholesterolemia; Coronary Heart Disease,Placebo,Participants received placebo subcutaneous injection once a week for 26 weeks.,comparator,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Up to Week 28 (2 weeks after last dose),Up to Week 28 (2 weeks after last dose),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,52,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (12 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 12 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 0%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00770146,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG000'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00066,HYD-OLG-0028,mipomersen,NCT00770146,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Safety and Efficacy of Mipomersen (ISIS 301012) As Add-on Therapy in High Risk H — arm 'Mipomersen',TRUE,Hypercholesterolemia; Coronary Heart Disease,Mipomersen,Participants received mipomersen 200 mg as a subcutaneous injection once a week for 26 weeks.,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Up to Week 28 (2 weeks after last dose),Up to Week 28 (2 weeks after last dose),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,105,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (12 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 12 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 0%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00770146,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG001'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00067,HYD-OLG-0036,pegaptanib,NCT00787319,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Long-Term Non-Interventional Study (NIS) To Investigate The Safety And Effective — arm 'Pegaptanib',TRUE,Age-related Macular Degeneration,Pegaptanib,Participants with neovascular age-related macular degeneration (AMD) received pegaptanib intravitreal injection in accordance with Summary of Product Characteristics (SmPC) and observed for a period o,exposed,NOT_APPLICABLE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,108,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 2 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 0%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00787319,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG000'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00068,HYD-OLG-0036,pegaptanib,NCT00790803,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Pegaptanib Therapy in Non-Infectious Uveitic Cystoid Macular Edema — arm 'Macugen',TRUE,Uveitis; Cystoid Macular Edema,Macugen,"Single arm pilot trial

Pegaptanib (Macugen) : Five patients will receive intravitreous injections of Macugen 0.3 mg every 6 weeks as needed for a total of no more than five.",exposed,NOT_APPLICABLE,intravitreal,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,5,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (0 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 0 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 0%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00790803,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG000'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00069,HYD-OLG-0037,placebo_or_sham_control,NCT00794664,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Safety and Efficacy of Mipomersen in Patients With Severe Hypercholesterolemia o — arm 'Placebo',TRUE,Hypercholesterolemia; Coronary Heart Disease,Placebo,Weekly subcutaneous injections for 26 weeks,comparator,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 to week 28. On-treatment AEs started on/after the first study drug dose and on/before the end of the treatment period. The treatment period was ,Day 1 to week 28. On-treatment AEs started on/after the first study drug dose and on/before the end of the treatment period. The treatment period was ,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,19,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (9 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 9 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 0%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00794664,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG000'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00070,HYD-OLG-0028,mipomersen,NCT00794664,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Safety and Efficacy of Mipomersen in Patients With Severe Hypercholesterolemia o — arm 'Mipomersen',TRUE,Hypercholesterolemia; Coronary Heart Disease,Mipomersen,200 mg weekly subcutaneous injections for 26 weeks,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 to week 28. On-treatment AEs started on/after the first study drug dose and on/before the end of the treatment period. The treatment period was ,Day 1 to week 28. On-treatment AEs started on/after the first study drug dose and on/before the end of the treatment period. The treatment period was ,A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,39,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (9 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 9 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 0%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00794664,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG001'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00071,HYD-OLG-0017,eteplirsen,NCT00844597,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Dose-Ranging Study of AVI-4658 to Induce Dystrophin Expression in Selected Duche — arm 'Cohort 1 - 0.5 mg/kg/wk',TRUE,Duchenne Muscular Dystrophy,Cohort 1 - 0.5 mg/kg/wk,Subjects in this group received a 0.5 mg/kg/wk dose of AVI-4658 over 12 weekly IV infusions in 50 mL of normal saline solution over a 60 minute period,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Adverse Event data for this study was collected from Baseline to Follow-up (27 Weeks),Adverse Event data for this study was collected from Baseline to Follow-up (27 Weeks),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,4,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 2 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 5%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00844597,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG000'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00072,HYD-OLG-0017,eteplirsen,NCT00844597,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Dose-Ranging Study of AVI-4658 to Induce Dystrophin Expression in Selected Duche — arm 'Cohort 2 - 1.0 mg/kg/wk',TRUE,Duchenne Muscular Dystrophy,Cohort 2 - 1.0 mg/kg/wk,Subjects in this group received a 1.0 mg/kg/wk dose of AVI-4658 over 12 weekly IV infusions in 50 mL of normal saline solution over a 60 minute period,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Adverse Event data for this study was collected from Baseline to Follow-up (27 Weeks),Adverse Event data for this study was collected from Baseline to Follow-up (27 Weeks),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,2,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 2 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 5%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00844597,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG001'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00073,HYD-OLG-0017,eteplirsen,NCT00844597,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Dose-Ranging Study of AVI-4658 to Induce Dystrophin Expression in Selected Duche — arm 'Cohort 3 - 2.0 mg/kg/wk',TRUE,Duchenne Muscular Dystrophy,Cohort 3 - 2.0 mg/kg/wk,Subjects in this group received a 2.0 mg/kg/wk dose of AVI-4658 over 12 weekly IV infusions in 50 mL of normal saline solution over a 60 minute period,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Adverse Event data for this study was collected from Baseline to Follow-up (27 Weeks),Adverse Event data for this study was collected from Baseline to Follow-up (27 Weeks),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,2,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 2 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 5%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00844597,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG002'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
HYD-MSR-00074,HYD-OLG-0017,eteplirsen,NCT00844597,clinical_trial,human,human_in_vivo,NOT_APPLICABLE,Dose-Ranging Study of AVI-4658 to Induce Dystrophin Expression in Selected Duche — arm 'Cohort 4 - 4.0 mg/kg/wk',TRUE,Duchenne Muscular Dystrophy,Cohort 4 - 4.0 mg/kg/wk,Subjects in this group received a 4.0 mg/kg/wk dose of AVI-4658 over 12 weekly IV infusions in 50 mL of normal saline solution over a 60 minute period,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Adverse Event data for this study was collected from Baseline to Follow-up (27 Weeks),Adverse Event data for this study was collected from Baseline to Follow-up (27 Weeks),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,3,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,"0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed), which 42 CFR 11.48(a)(4)(ii)(A) requires to be complete for serious events. SCHEMA.md rubric grade 0.",provisional,measured_null,"Reported zero, not merely an unreported one. 42 CFR 11.48(a)(4)(ii)(A) requires the results submission to contain a ""Table of all serious adverse events grouped by organ system, with the number and frequency of each event by arm or comparison group"" - with no frequency threshold. This trial posted such a table, listing 2 terms, and no tier-A hydrocephalus term is among them; therefore no SERIOUS hydrocephalus event occurred in this arm. A NON-serious ventricular event could still have occurred below the other-events threshold of 5%, which 42 CFR 11.48(a)(4)(ii)(B) sets at 5 percent within any arm. This is not a claim that ventricular imaging was performed. Regulation text committed at sources/raw/ecfr_42CFR11.48_results_reporting.xml.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT00844597,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG003'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-09-04."
